# kind-equivalence: one row per BindingErrorKind variant, in BindingErrorKind::ALL order.
# rust_name	member	c_code	c_emit	py	py_parity	jvm	jvm_parity
#   rust_name = BindingErrorKind::variant_name(); member = BindingErrorKind::name() (what the bindings resolve)
#   c_code = #[repr(i32)] discriminant; c_emit = BindingErrorKind::c_projection() (the TST_E code C emits)
#   py / jvm = ';'-separated Enum.MEMBER lists (or '-'); *_parity = ok | pending
#   Python enums live in bindings/python/python/tstrans/exceptions.py; JVM enums in
#   bindings/jvm/src/main/java/org/tstrans/<Family>Exception.java (`public enum Kind`).
#   PR 2 spells TODAY's members; WP-B2/B3 rewrite pending cells to <Enum>.<member> and flip parity.
#   ROW ORDER IS PART OF THE CONTRACT: the rail diffs these rows against the
#   print-kinds output line by line, so reordering a row fails the rail.
PANIC_CAUGHT	PANIC_CAUGHT	-11	-11	-	ok	-	ok
END_OF_STREAM	END_OF_STREAM	-12	-12	-	pending	-	ok
NOT_AVAILABLE	NOT_AVAILABLE	-13	-13	-	ok	-	ok
NOT_FOUND	NOT_FOUND	-14	-14	-	ok	-	ok
INVALID_AV1_OBU	INVALID_AV1_OBU	-44	-44	MuxErrorKind.INPUT_MALFORMED	pending	MuxException.Kind.INPUT_MALFORMED	pending
MISP_TIME	MISP_TIME	-45	-45	MuxErrorKind.INPUT_MALFORMED	pending	MuxException.Kind.INPUT_MALFORMED	pending
MISP_TIME_MALFORMED	MISP_TIME_MALFORMED	-46	-46	-	ok	-	ok
WRONG_TYPE	WRONG_TYPE	-47	-47	-	ok	-	ok
RTSP_PROTOCOL	PROTOCOL	-16	-16	RtspErrorKind.PROTOCOL	ok	RtspException.Kind.PROTOCOL	ok
RTSP_AUTH_FAILED	AUTH_FAILED	-17	-17	RtspErrorKind.AUTH_FAILED	ok	RtspException.Kind.AUTH_FAILED	ok
RTSP_AUTH_REQUIRED	AUTH_REQUIRED	-18	-18	RtspErrorKind.AUTH_REQUIRED;RtspErrorKind.AUTH_FAILED	pending	RtspException.Kind.AUTH_REQUIRED;RtspException.Kind.AUTH_FAILED	pending
RTSP_NOT_FOUND	NOT_FOUND	-19	-19	RtspErrorKind.NOT_FOUND;RtspErrorKind.MOUNT	pending	RtspException.Kind.NOT_FOUND;RtspException.Kind.MOUNT	pending
RTSP_UNSUPPORTED_TRANSPORT	UNSUPPORTED_TRANSPORT	-20	-20	RtspErrorKind.UNSUPPORTED_TRANSPORT	ok	RtspException.Kind.UNSUPPORTED_TRANSPORT	ok
RTSP_TLS	TLS	-21	-21	RtspErrorKind.TLS	ok	RtspException.Kind.TLS	ok
RTSP_IO	IO	-22	-22	RtspErrorKind.IO	ok	RtspException.Kind.IO	ok
RTSP_TIMEOUT	TIMEOUT	-23	-23	RtspErrorKind.TIMEOUT	ok	RtspException.Kind.TIMEOUT	ok
RTSP_SERVER	SERVER	-24	-24	RtspErrorKind.SERVER	ok	RtspException.Kind.SERVER	ok
RTSP_MOUNT	MOUNT	-25	-25	RtspErrorKind.MOUNT	ok	RtspException.Kind.MOUNT	ok
UDP_IO	IO	-26	-26	UdpErrorKind.IO	ok	-	ok
UDP_INVALID_CONFIG	INVALID_CONFIG	-27	-27	UdpErrorKind.INVALID_CONFIG	ok	-	ok
TCP_IO	IO	-30	-30	TcpErrorKind.IO	ok	-	ok
TCP_INVALID_CONFIG	INVALID_CONFIG	-31	-31	TcpErrorKind.INVALID_CONFIG	ok	-	ok
TCP_CONNECT_TIMEOUT	CONNECT_TIMEOUT	-32	-32	TcpErrorKind.CONNECT_TIMEOUT	ok	-	ok
TCP_TLS	TLS	-33	-33	TcpErrorKind.TLS	ok	-	ok
HLS_IO	IO	-34	-34	HlsErrorKind.IO	ok	-	ok
HLS_INVALID_CONFIG	INVALID_CONFIG	-35	-35	HlsErrorKind.INVALID_CONFIG	ok	-	ok
HLS_FINISHED	FINISHED	-36	-36	HlsErrorKind.FINISHED	ok	-	ok
HLS_TLS	TLS	-37	-37	HlsErrorKind.TLS	ok	-	ok
RIST_FFI	FFI	-38	-38	RistErrorKind.FFI	ok	-	ok
RIST_INVALID_CONFIG	INVALID_CONFIG	-39	-39	RistErrorKind.INVALID_CONFIG	ok	-	ok
RIST_ENCRYPTION_DISABLED	ENCRYPTION_DISABLED	-41	-41	RistErrorKind.ENCRYPTION_DISABLED	ok	-	ok
SRT_CONNECT_FAILED	CONNECT_FAILED	-49	-8	SrtErrorKind.CONNECT_FAILED	ok	SrtException.Kind.CONNECT_FAILED	ok
SRT_ACCEPT_FAILED	ACCEPT_FAILED	-50	-8	SrtErrorKind.ACCEPT_FAILED	ok	SrtException.Kind.ACCEPT_FAILED	ok
SRT_TIMEOUT	TIMEOUT	-51	-8	SrtErrorKind.TIMEOUT	ok	SrtException.Kind.TIMEOUT	ok
SRT_IO	IO	-52	-8	SrtErrorKind.IO	ok	SrtException.Kind.IO	ok
UDP_URL	URL	-53	-27	UdpErrorKind.URL	ok	-	ok
TCP_URL	URL	-54	-31	TcpErrorKind.URL	ok	-	ok
TCP_TLS_DISABLED	TLS_DISABLED	-55	-33	TcpErrorKind.TLS_DISABLED	ok	-	ok
HLS_URL	URL	-56	-35	HlsErrorKind.URL	ok	-	ok
HLS_BIND_FAILED	BIND_FAILED	-57	-34	HlsErrorKind.BIND_FAILED	ok	-	ok
HLS_UNALIGNED_PUSH_TS	UNALIGNED_PUSH_TS	-58	-35	HlsErrorKind.UNALIGNED_PUSH_TS	ok	-	ok
HLS_TLS_DISABLED	TLS_DISABLED	-59	-37	HlsErrorKind.TLS_DISABLED	ok	-	ok
RIST_URL	URL	-60	-39	RistErrorKind.URL	ok	-	ok
RIST_CONTEXT_CREATE_FAILED	CONTEXT_CREATE_FAILED	-61	-38	RistErrorKind.CONTEXT_CREATE_FAILED	ok	-	ok
RIST_PEER_CREATE_FAILED	PEER_CREATE_FAILED	-62	-38	RistErrorKind.PEER_CREATE_FAILED	ok	-	ok
RTP_PAYLOAD_TYPE_PARAM	PAYLOAD_TYPE_PARAM	-63	-15	RtpErrorKind.TRANSPORT	pending	RtpException.Kind.TRANSPORT	pending
RTP_MISSING_PAYLOAD_TYPE_PARAM	MISSING_PAYLOAD_TYPE_PARAM	-64	-15	RtpErrorKind.TRANSPORT	pending	RtpException.Kind.TRANSPORT	pending
RTP_URL	URL	-65	-15	RtpErrorKind.TRANSPORT	pending	RtpException.Kind.TRANSPORT	pending
RTP_HOST_NOT_LITERAL	HOST_NOT_LITERAL	-66	-15	RtpErrorKind.TRANSPORT	pending	RtpException.Kind.TRANSPORT	pending
RTP_IO	IO	-67	-15	RtpErrorKind.TRANSPORT	pending	RtpException.Kind.TRANSPORT	pending
RTP_IFACE_UNSUPPORTED	IFACE_UNSUPPORTED	-68	-15	RtpErrorKind.TRANSPORT	pending	RtpException.Kind.TRANSPORT	pending
DEMUX_UNRECOVERABLE	UNRECOVERABLE	-69	-3	DemuxErrorKind.INTERNAL	pending	DemuxException.Kind.INTERNAL	pending
DEMUX_STRICT_REJECTION	STRICT_REJECTION	-70	-3	DemuxErrorKind.STRICT_REJECTION	ok	DemuxException.Kind.STRICT_REJECTION	ok
DEMUX_MALFORMED_PSI	MALFORMED_PSI	-71	-3	DemuxErrorKind.BAD_PMT	pending	DemuxException.Kind.BAD_PMT	pending
DEMUX_MALFORMED_PES	MALFORMED_PES	-72	-3	DemuxErrorKind.BAD_PES	pending	DemuxException.Kind.BAD_PES	pending
DEMUX_SYNC_BUF_EXHAUSTED	SYNC_BUF_EXHAUSTED	-73	-6	DemuxErrorKind.SYNC_LOSS	pending	DemuxException.Kind.SYNC_LOSS	pending
KLV_DECODE_TRUNCATED_SET	TRUNCATED_SET	-74	-48	KlvErrorKind.TRUNCATED_SET	ok	KlvDecodeException.Kind.TRUNCATED_SET	ok
KLV_DECODE_BAD_UNIVERSAL_LABEL	BAD_UNIVERSAL_LABEL	-75	-48	KlvErrorKind.BAD_UNIVERSAL_LABEL	ok	KlvDecodeException.Kind.BAD_UNIVERSAL_LABEL	ok
KLV_DECODE_CHECKSUM_MISMATCH	CHECKSUM_MISMATCH	-76	-48	KlvErrorKind.CHECKSUM_MISMATCH	ok	KlvDecodeException.Kind.CHECKSUM_MISMATCH	ok
KLV_DECODE_DUPLICATE_TAG	DUPLICATE_TAG	-77	-48	KlvErrorKind.DUPLICATE_TAG	ok	KlvDecodeException.Kind.DUPLICATE_TAG	ok
KLV_DECODE_MISSING_REQUIRED_TAG	MISSING_REQUIRED_TAG	-78	-48	KlvErrorKind.MISSING_REQUIRED_TAG	ok	KlvDecodeException.Kind.MISSING_REQUIRED_TAG	ok
KLV_DECODE_MALFORMED_BYTES	MALFORMED_BYTES	-79	-48	KlvErrorKind.MALFORMED_BYTES	ok	KlvDecodeException.Kind.MALFORMED_BYTES	ok
KLV_ENCODE_BUFFER_TOO_SMALL	BUFFER_TOO_SMALL	-80	-10	KlvEncodeErrorKind.BUFFER_TOO_SMALL	ok	KlvEncodeException.Kind.BUFFER_TOO_SMALL	ok
KLV_ENCODE_RECORD_TOO_LARGE	RECORD_TOO_LARGE	-81	-10	KlvEncodeErrorKind.RECORD_TOO_LARGE	ok	KlvEncodeException.Kind.RECORD_TOO_LARGE	ok
KLV_ENCODE_OUT_OF_RANGE	OUT_OF_RANGE	-82	-10	KlvEncodeErrorKind.OUT_OF_RANGE	ok	KlvEncodeException.Kind.OUT_OF_RANGE	ok
KLV_ENCODE_STRING_TOO_LONG	STRING_TOO_LONG	-83	-10	KlvEncodeErrorKind.STRING_TOO_LONG	ok	KlvEncodeException.Kind.STRING_TOO_LONG	ok
KLV_ENCODE_UNSUPPORTED_IMAPB_LENGTH	UNSUPPORTED_IMAPB_LENGTH	-84	-10	KlvEncodeErrorKind.UNSUPPORTED_IMAPB_LENGTH	ok	KlvEncodeException.Kind.UNSUPPORTED_IMAPB_LENGTH	ok
KLV_ENCODE_INVALID_IMAPB_PARAMS	INVALID_IMAPB_PARAMS	-85	-10	KlvEncodeErrorKind.INVALID_IMAPB_PARAMS	ok	KlvEncodeException.Kind.INVALID_IMAPB_PARAMS	ok
KLV_ENCODE_MISSING_MANDATORY_ITEM	MISSING_MANDATORY_ITEM	-86	-10	KlvEncodeErrorKind.MISSING_MANDATORY_ITEM	ok	KlvEncodeException.Kind.MISSING_MANDATORY_ITEM	ok
KLV_ENCODE_RESERVED_TAG_IN_UNKNOWN	RESERVED_TAG_IN_UNKNOWN	-87	-10	KlvEncodeErrorKind.RESERVED_TAG_IN_UNKNOWN	ok	KlvEncodeException.Kind.RESERVED_TAG_IN_UNKNOWN	ok
KLV_ENCODE_V_TARGET_PACK_EMPTY	V_TARGET_PACK_EMPTY	-88	-10	KlvEncodeErrorKind.VTARGET_PACK_EMPTY	pending	KlvEncodeException.Kind.VTARGET_PACK_EMPTY	pending
KLV_ENCODE_DUPLICATE_TARGET_ID	DUPLICATE_TARGET_ID	-89	-10	KlvEncodeErrorKind.DUPLICATE_TARGET_ID	ok	KlvEncodeException.Kind.DUPLICATE_TARGET_ID	ok
KLV_ENCODE_FORBIDDEN_STANDALONE_OFFSET	FORBIDDEN_STANDALONE_OFFSET	-90	-10	KlvEncodeErrorKind.FORBIDDEN_STANDALONE_OFFSET	ok	KlvEncodeException.Kind.FORBIDDEN_STANDALONE_OFFSET	ok
CODEC_TRUNCATED_RBSP	TRUNCATED_RBSP	-91	-10	CodecErrorKind.TRUNCATED_RBSP	ok	CodecParseException.Kind.TRUNCATED_RBSP	ok
CODEC_INVALID_GOLOMB	INVALID_GOLOMB	-92	-10	CodecErrorKind.INVALID_GOLOMB	ok	CodecParseException.Kind.INVALID_GOLOMB	ok
CODEC_RESERVED_VALUE	RESERVED_VALUE	-93	-10	CodecErrorKind.RESERVED_VALUE	ok	CodecParseException.Kind.RESERVED_VALUE	ok
CODEC_UNSUPPORTED_PROFILE	UNSUPPORTED_PROFILE	-94	-10	CodecErrorKind.UNSUPPORTED_PROFILE	ok	CodecParseException.Kind.UNSUPPORTED_PROFILE	ok
CODEC_DANGLING_SPS_REFERENCE	DANGLING_SPS_REFERENCE	-95	-10	CodecErrorKind.DANGLING_SPS_REFERENCE	ok	CodecParseException.Kind.DANGLING_SPS_REFERENCE	ok
CODEC_DANGLING_VPS_REFERENCE	DANGLING_VPS_REFERENCE	-96	-10	CodecErrorKind.DANGLING_VPS_REFERENCE	ok	CodecParseException.Kind.DANGLING_VPS_REFERENCE	ok
CODEC_ENGINE_ERROR	ENGINE_ERROR	-97	-10	CodecErrorKind.ENGINE_ERROR	ok	CodecParseException.Kind.ENGINE_ERROR	ok
CODEC_INVALID_LEB128	INVALID_LEB128	-98	-10	CodecErrorKind.INVALID_LEB128	ok	CodecParseException.Kind.INVALID_LEB128	ok
CODEC_BAD_SYNC_WORD	BAD_SYNC_WORD	-99	-10	CodecErrorKind.BAD_SYNC_WORD	ok	CodecParseException.Kind.BAD_SYNC_WORD	ok
CODEC_TRUNCATED	TRUNCATED	-100	-10	CodecErrorKind.TRUNCATED	ok	CodecParseException.Kind.TRUNCATED	ok
CODEC_FORBIDDEN	FORBIDDEN	-101	-10	CodecErrorKind.FORBIDDEN	ok	CodecParseException.Kind.FORBIDDEN	ok
CODEC_UNSUPPORTED_FREE_FORMAT	UNSUPPORTED_FREE_FORMAT	-102	-10	CodecErrorKind.UNSUPPORTED_FREE_FORMAT	ok	CodecParseException.Kind.UNSUPPORTED_FREE_FORMAT	ok
CODEC_INVALID_LENGTH_SIZE	INVALID_LENGTH_SIZE	-103	-1	CodecErrorKind.INVALID_LENGTH_SIZE	ok	CodecParseException.Kind.ENGINE_ERROR	pending
CODEC_NAL_LENGTH_OVERFLOW	NAL_LENGTH_OVERFLOW	-104	-6	CodecErrorKind.NAL_LENGTH_OVERFLOW	ok	CodecParseException.Kind.ENGINE_ERROR	pending
CODEC_BUFFER_TOO_SMALL	BUFFER_TOO_SMALL	-105	-4	CodecErrorKind.ENGINE_ERROR	pending	CodecParseException.Kind.ENGINE_ERROR	pending
